User_ID,Full_Name,Department,Job_Title,Status,Last_Login
U01074,User_1074,IT,IT Manager,Active,2026-03-08
U01075,User_1075,Finance,Controller,Active,2026-03-08
U01076,User_1076,IT,Developer,Active,2026-03-15
U01077,User_1077,HR,Payroll Specialist,Terminated,2025-12-29
U01078,User_1078,Operations,Logistics Coordinator,Active,2026-01-22
U01079,User_1079,Finance,AP Clerk,Active,2026-03-27
U01080,User_1080,Sales,Sales Manager,Active,2026-03-14
U01081,User_1081,IT,System Admin,Active,2026-02-19
U01082,User_1082,Legal,Counsel,Active,2026-01-06
U01083,User_1083,HR,Recruiter,Active,2026-02-18
U01084,User_1084,Legal,Legal Assistant,Active,2026-03-04
U01085,User_1085,Finance,Controller,Active,2026-01-05
U01086,User_1086,Legal,Counsel,Active,2026-01-17
U01087,User_1087,Legal,Counsel,Active,2026-02-09
U01088,User_1088,Operations,Warehouse Manager,Active,2026-02-12
U01089,User_1089,Legal,Counsel,Active,2026-02-26
U01090,User_1090,HR,Payroll Specialist,Active,2026-03-19
U01091,User_1091,Sales,Account Executive,Active,2026-02-23
U01092,User_1092,Operations,Buyer,Active,2026-01-24
U01093,User_1093,Finance,Accountant,Active,2026-03-09
U01094,User_1094,IT,Security Analyst,Terminated,2026-02-04
U01095,User_1095,Sales,Account Executive,Active,2026-01-06
U01096,User_1096,Finance,Finance Manager,Active,2026-03-16
U01097,User_1097,HR,Payroll Specialist,Active,2026-01-25
U01098,User_1098,Finance,Finance Manager,Active,2026-01-30
U01099,User_1099,Legal,Legal Assistant,Terminated,2026-03-08
U01100,User_1100,Sales,Account Executive,Terminated,2026-01-21
U01101,User_1101,Operations,Buyer,Active,2026-02-15
U01102,User_1102,Operations,Buyer,Active,2026-01-29
U01103,User_1103,Legal,Counsel,Terminated,2026-02-08
U01104,User_1104,HR,Recruiter,Active,2026-03-25
U01105,User_1105,Finance,Finance Manager,Active,2026-02-05
U01106,User_1106,Finance,Controller,Terminated,2026-03-14
U01107,User_1107,HR,HR Generalist,Active,2026-01-25
U01108,User_1108,Operations,Logistics Coordinator,Active,2026-01-07
U01109,User_1109,Sales,Sales Manager,Active,2026-02-17
U01110,User_1110,HR,Payroll Specialist,Active,2026-02-17
U01111,User_1111,Finance,Finance Manager,Active,2026-02-22
U01112,User_1112,HR,HR Generalist,Active,2026-01-07
U01113,User_1113,IT,IT Manager,Terminated,2026-02-05
U01114,User_1114,HR,Recruiter,Active,2026-02-25
U01115,User_1115,Sales,Sales Manager,Active,2026-01-27
U01116,User_1116,Finance,Finance Manager,Active,2026-01-27
U01117,User_1117,HR,Recruiter,Active,2026-03-27
U01118,User_1118,HR,Recruiter,Active,2026-03-18
U01119,User_1119,IT,Security Analyst,Active,2026-03-25
U01120,User_1120,Legal,Counsel,Active,2026-03-21
U01121,User_1121,Legal,Counsel,Active,2026-02-18
U01122,User_1122,Legal,Counsel,Active,2026-01-21
U01123,User_1123,Legal,Legal Assistant,Active,2026-02-23
U01124,User_1124,IT,System Admin,Active,2026-01-28
U01125,User_1125,Operations,Logistics Coordinator,Active,2026-02-06
U01126,User_1126,Finance,Controller,Active,2026-01-19
U01127,User_1127,HR,HR Generalist,Active,2026-01-11
U01128,User_1128,Finance,Finance Manager,Active,2026-03-01
U01129,User_1129,IT,Developer,Active,2026-02-21
U01130,User_1130,Operations,Logistics Coordinator,Terminated,2026-02-12
U01131,User_1131,Finance,AP Clerk,Active,2025-12-30
U01132,User_1132,IT,Security Analyst,Active,2026-01-18
U01133,User_1133,Sales,Account Executive,Active,2025-12-29
U01134,User_1134,IT,Developer,Terminated,2026-02-13
U01135,User_1135,Finance,AP Clerk,Active,2026-03-01
U01136,User_1136,Sales,Account Executive,Active,2026-01-22
U01137,User_1137,HR,HR Generalist,Active,2026-02-20
U01138,User_1138,Legal,Legal Assistant,Active,2026-02-03
U01139,User_1139,Legal,Legal Assistant,Active,2026-01-14
U01140,User_1140,IT,IT Manager,Active,2026-02-11
U01141,User_1141,IT,System Admin,Active,2026-01-11
U01142,User_1142,HR,HR Generalist,Active,2026-01-02
U01143,User_1143,Operations,Warehouse Manager,Active,2026-01-30
U01144,User_1144,IT,Developer,Active,2026-02-24
U01145,User_1145,Operations,Logistics Coordinator,Active,2026-02-11
U01146,User_1146,IT,Security Analyst,Active,2026-03-16
U01147,User_1147,HR,Recruiter,Active,2026-03-27
U01148,User_1148,IT,Developer,Active,2026-02-20
U01149,User_1149,Operations,Logistics Coordinator,Active,2026-01-23
U01150,User_1150,Finance,Finance Manager,Active,2026-01-05
U01151,User_1151,Operations,Warehouse Manager,Active,2026-03-21
U01152,User_1152,Sales,Sales Manager,Terminated,2026-02-24
U01153,User_1153,HR,Recruiter,Active,2026-01-26
U01154,User_1154,Sales,Account Executive,Active,2026-03-12
U01155,User_1155,IT,System Admin,Active,2026-03-12
U01156,User_1156,IT,Developer,Active,2026-03-03
U01157,User_1157,HR,HR Generalist,Active,2026-01-15
U01158,User_1158,Sales,Account Executive,Active,2026-03-04
U01159,User_1159,IT,Developer,Active,2026-02-04
U01160,User_1160,Legal,Counsel,Active,2026-01-06
U01161,User_1161,Sales,Sales Manager,Active,2026-02-28
U01162,User_1162,HR,Recruiter,Active,2026-03-11
U01163,User_1163,Sales,Account Executive,Active,2026-02-19
U01164,User_1164,Operations,Logistics Coordinator,Active,2026-03-14
U01165,User_1165,Finance,Accountant,Active,2026-01-13
U01166,User_1166,Operations,Warehouse Manager,Active,2026-02-22
U01167,User_1167,HR,Payroll Specialist,Active,2026-02-09
U01168,User_1168,Finance,Finance Manager,Active,2026-03-07
U01169,User_1169,HR,Recruiter,Active,2026-03-13
U01170,User_1170,Finance,Finance Manager,Active,2026-02-04
U01171,User_1171,HR,HR Generalist,Active,2026-01-14
U01172,User_1172,Sales,Sales Manager,Active,2026-03-16
U01173,User_1173,Operations,Logistics Coordinator,Active,2026-02-09
U01174,User_1174,Legal,Counsel,Terminated,2026-01-25
U01175,User_1175,Sales,Account Executive,Active,2026-03-18
U01176,User_1176,Legal,Legal Assistant,Terminated,2026-01-20
U01177,User_1177,Finance,Accountant,Active,2026-02-06
U01178,User_1178,HR,Recruiter,Active,2026-01-04
U01179,User_1179,Legal,Counsel,Active,2026-01-23
U01180,User_1180,Operations,Logistics Coordinator,Terminated,2026-01-25
U01181,User_1181,IT,IT Manager,Active,2026-03-07
U01182,User_1182,HR,HR Generalist,Active,2026-03-05
U01183,User_1183,Operations,Buyer,Active,2026-03-01
U01184,User_1184,Sales,Sales Manager,Active,2026-01-27
U01185,User_1185,Finance,Controller,Active,2026-02-11
U01186,User_1186,Operations,Warehouse Manager,Active,2026-01-23
U01187,User_1187,IT,IT Manager,Active,2026-01-20
U01188,User_1188,Finance,Finance Manager,Active,2026-01-25
U01189,User_1189,Legal,Legal Assistant,Active,2026-01-14
U01190,User_1190,Finance,Controller,Active,2026-01-02
U01191,User_1191,IT,Security Analyst,Active,2026-01-15
U01192,User_1192,Sales,Sales Manager,Active,2026-01-22
U01193,User_1193,HR,Payroll Specialist,Active,2026-01-18
U01194,User_1194,Legal,Legal Assistant,Active,2026-02-20
U01195,User_1195,Finance,Controller,Active,2026-03-15
U01196,User_1196,Finance,Controller,Active,2026-03-25
U01197,User_1197,Sales,Account Executive,Active,2026-02-05
U01198,User_1198,Finance,Controller,Active,2026-03-03
U01199,User_1199,Finance,Finance Manager,Active,2026-01-15
U01200,User_1200,IT,IT Manager,Terminated,2026-01-01
U01201,User_1201,IT,IT Manager,Active,2026-03-05
U01202,User_1202,IT,System Admin,Active,2026-02-14
U01203,User_1203,IT,IT Manager,Active,2026-02-20
U01204,User_1204,Finance,Controller,Active,2026-01-09
U01205,User_1205,Operations,Warehouse Manager,Active,2026-03-01
U01206,User_1206,Finance,Finance Manager,Active,2026-02-17
U01207,User_1207,HR,Recruiter,Active,2026-03-20
U01208,User_1208,IT,System Admin,Active,2026-03-27
U01209,User_1209,Sales,Account Executive,Active,2026-01-01
U01210,User_1210,Finance,Controller,Active,2026-01-19
U01211,User_1211,Sales,Sales Manager,Terminated,2026-02-17
U01212,User_1212,Finance,Controller,Active,2026-03-02
U01213,User_1213,IT,IT Manager,Active,2026-03-02
U01214,User_1214,IT,IT Manager,Active,2026-02-25
U01215,User_1215,Sales,Sales Manager,Active,2026-03-13
U01216,User_1216,Operations,Buyer,Active,2026-03-13
U01217,User_1217,Finance,Finance Manager,Active,2026-02-24
U01218,User_1218,Sales,Sales Manager,Active,2026-02-04
U01219,User_1219,IT,Developer,Active,2026-02-22
U01220,User_1220,Sales,Account Executive,Terminated,2026-02-25
U01221,User_1221,IT,Developer,Active,2026-03-26
U01222,User_1222,HR,Payroll Specialist,Active,2026-03-16
U01223,User_1223,Finance,Finance Manager,Active,2026-03-16
U01224,User_1224,Finance,AP Clerk,Active,2026-02-03
U01225,User_1225,HR,Recruiter,Active,2026-02-08
U01226,User_1226,HR,Recruiter,Terminated,2026-03-18
U01227,User_1227,HR,Recruiter,Active,2026-03-04
U01228,User_1228,Operations,Buyer,Terminated,2026-01-05
U01229,User_1229,Legal,Counsel,Active,2026-02-13
U01230,User_1230,Operations,Logistics Coordinator,Active,2026-02-16
U01231,User_1231,Finance,AP Clerk,Terminated,2026-03-13
U01232,User_1232,Operations,Logistics Coordinator,Active,2026-01-08
U01233,User_1233,Finance,Accountant,Active,2026-02-16
U01234,User_1234,Operations,Warehouse Manager,Terminated,2026-03-05
U01235,User_1235,HR,HR Generalist,Active,2026-02-08
U01236,User_1236,Sales,Sales Manager,Active,2026-01-30
U01237,User_1237,IT,IT Manager,Active,2026-01-18
U01238,User_1238,Sales,Sales Manager,Active,2026-03-28
U01239,User_1239,Legal,Counsel,Terminated,2026-03-07
U01240,User_1240,HR,Payroll Specialist,Active,2026-01-31
U01241,User_1241,HR,Recruiter,Active,2026-02-17
U01242,User_1242,Finance,Accountant,Active,2026-01-20
U01243,User_1243,Finance,AP Clerk,Active,2026-02-28
U01244,User_1244,Sales,Sales Manager,Active,2026-01-25
U01245,User_1245,Operations,Warehouse Manager,Active,2026-02-20
U01246,User_1246,Operations,Logistics Coordinator,Active,2026-02-18
U01247,User_1247,Sales,Sales Manager,Active,2026-02-15
U01248,User_1248,IT,System Admin,Active,2026-01-02
U01249,User_1249,Sales,Sales Manager,Active,2026-02-10
U01250,User_1250,Legal,Counsel,Active,2025-12-30
U01251,User_1251,HR,Payroll Specialist,Active,2026-02-04
U01252,User_1252,IT,System Admin,Active,2026-03-11
U01253,User_1253,HR,Payroll Specialist,Active,2025-12-28
U01254,User_1254,Sales,Account Executive,Active,2025-12-29
U01255,User_1255,IT,IT Manager,Active,2026-02-13
U01256,User_1256,Legal,Legal Assistant,Active,2026-01-29
U01257,User_1257,IT,Security Analyst,Active,2026-02-10
U01258,User_1258,HR,HR Generalist,Active,2026-02-13
U01259,User_1259,Finance,Controller,Active,2026-01-17
U01260,User_1260,Finance,AP Clerk,Active,2025-12-31
U01261,User_1261,IT,IT Manager,Active,2026-03-09
U01262,User_1262,IT,Security Analyst,Active,2026-01-27
U01263,User_1263,HR,Recruiter,Active,2026-01-22
U01264,User_1264,Legal,Counsel,Active,2026-01-07
U01265,User_1265,Sales,Sales Manager,Active,2026-03-01
U01266,User_1266,Legal,Legal Assistant,Active,2026-01-08
U01267,User_1267,Sales,Sales Manager,Active,2026-02-02
U01268,User_1268,Operations,Buyer,Active,2026-02-21
U01269,User_1269,Operations,Logistics Coordinator,Active,2026-01-27
U01270,User_1270,IT,System Admin,Active,2025-12-30
U01271,User_1271,Finance,AP Clerk,Active,2026-01-23
U01272,User_1272,HR,Recruiter,Active,2026-01-17
U01273,User_1273,Operations,Buyer,Terminated,2026-01-09
U01274,User_1274,IT,IT Manager,Active,2026-03-15
U01275,User_1275,IT,Developer,Active,2026-03-05
U01276,User_1276,Finance,AP Clerk,Active,2026-02-12
U01277,User_1277,Operations,Logistics Coordinator,Active,2026-03-15
U01278,User_1278,IT,Security Analyst,Active,2026-03-03
U01279,User_1279,Finance,AP Clerk,Active,2026-03-02
U01280,User_1280,IT,IT Manager,Active,2026-02-09
U01281,User_1281,Finance,Controller,Active,2026-02-13
U01282,User_1282,Sales,Sales Manager,Active,2026-01-31
U01283,User_1283,Operations,Buyer,Active,2026-03-21
U01284,User_1284,Legal,Legal Assistant,Active,2026-01-17
U01285,User_1285,HR,Payroll Specialist,Active,2026-03-26
U01286,User_1286,IT,IT Manager,Active,2026-01-03
U01287,User_1287,Legal,Counsel,Active,2026-03-02
U01288,User_1288,Finance,Finance Manager,Active,2026-03-23
U01289,User_1289,Operations,Logistics Coordinator,Active,2026-02-27
U01290,User_1290,Finance,Finance Manager,Terminated,2026-01-26
U01291,User_1291,IT,Developer,Active,2026-02-17
U01292,User_1292,Sales,Sales Manager,Active,2026-03-23
U01293,User_1293,Legal,Legal Assistant,Active,2026-02-03
U01294,User_1294,IT,IT Manager,Active,2026-02-24
U01295,User_1295,IT,Developer,Active,2026-03-13
U01296,User_1296,HR,Payroll Specialist,Active,2026-03-18
U01297,User_1297,Finance,Finance Manager,Active,2026-03-28
U01298,User_1298,HR,Recruiter,Active,2026-02-07
U01299,User_1299,HR,HR Generalist,Active,2026-02-19
U01300,User_1300,Operations,Buyer,Active,2026-01-10
U01301,User_1301,Finance,Accountant,Active,2026-02-19
U01302,User_1302,Finance,Controller,Active,2026-02-17
U01303,User_1303,Legal,Legal Assistant,Active,2026-01-23
U01304,User_1304,Legal,Counsel,Active,2026-01-27
U01305,User_1305,IT,System Admin,Active,2026-01-17
U01306,User_1306,Operations,Logistics Coordinator,Active,2026-02-03
U01307,User_1307,IT,IT Manager,Active,2026-02-27
U01308,User_1308,Finance,Finance Manager,Active,2026-01-22
U01309,User_1309,Sales,Sales Manager,Terminated,2026-03-20
U01310,User_1310,HR,Payroll Specialist,Active,2026-02-05
U01311,User_1311,IT,Security Analyst,Terminated,2025-12-29
U01312,User_1312,Operations,Warehouse Manager,Terminated,2026-01-29
U01313,User_1313,Finance,Controller,Active,2026-01-15
U01314,User_1314,IT,Developer,Terminated,2025-12-29
U01315,User_1315,Sales,Account Executive,Terminated,2026-03-23
U01316,User_1316,IT,System Admin,Active,2026-02-25
U01317,User_1317,Legal,Legal Assistant,Active,2026-02-20
U01318,User_1318,Operations,Logistics Coordinator,Active,2026-01-30
U01319,User_1319,Operations,Buyer,Active,2026-01-29
U01320,User_1320,Operations,Logistics Coordinator,Active,2026-01-15
U01321,User_1321,Finance,Controller,Active,2026-03-05
U01322,User_1322,HR,Payroll Specialist,Active,2026-02-17
U01323,User_1323,Sales,Account Executive,Terminated,2026-01-04
U01324,User_1324,HR,HR Generalist,Terminated,2026-03-24
U01325,User_1325,Legal,Legal Assistant,Active,2026-02-12
U01326,User_1326,Sales,Account Executive,Terminated,2026-01-27
U01327,User_1327,Finance,Controller,Active,2026-01-17
U01328,User_1328,Operations,Warehouse Manager,Active,2026-02-11
U01329,User_1329,HR,Recruiter,Active,2026-03-08
U01330,User_1330,Sales,Sales Manager,Terminated,2026-02-24
U01331,User_1331,Finance,AP Clerk,Active,2026-03-04
U01332,User_1332,Operations,Warehouse Manager,Active,2026-02-07
U01333,User_1333,IT,System Admin,Active,2026-03-02
U01334,User_1334,HR,HR Generalist,Active,2026-01-05
U01335,User_1335,IT,IT Manager,Active,2026-01-27
U01336,User_1336,Sales,Account Executive,Active,2026-02-03
U01337,User_1337,Operations,Warehouse Manager,Active,2026-03-14
U01338,User_1338,HR,HR Generalist,Terminated,2026-01-17
U01339,User_1339,Finance,AP Clerk,Terminated,2026-02-19
U01340,User_1340,Sales,Account Executive,Active,2026-01-25
U01341,User_1341,Operations,Logistics Coordinator,Active,2026-03-14
U01342,User_1342,Sales,Account Executive,Terminated,2026-03-05
U01343,User_1343,Finance,Finance Manager,Terminated,2026-03-17
U01344,User_1344,IT,Security Analyst,Active,2026-01-07
U01345,User_1345,Sales,Account Executive,Active,2026-02-10
U01346,User_1346,Operations,Buyer,Active,2026-03-13
U01347,User_1347,Operations,Warehouse Manager,Active,2026-02-06
U01348,User_1348,HR,HR Generalist,Active,2025-12-28
U01349,User_1349,IT,System Admin,Active,2026-01-05
U01350,User_1350,HR,Payroll Specialist,Active,2026-01-09
U01351,User_1351,Finance,Finance Manager,Active,2026-03-08
U01352,User_1352,Legal,Legal Assistant,Active,2025-12-28
U01353,User_1353,Legal,Legal Assistant,Active,2026-03-04
U01354,User_1354,Legal,Legal Assistant,Active,2026-03-22
U01355,User_1355,HR,HR Generalist,Active,2026-03-05
U01356,User_1356,Operations,Logistics Coordinator,Active,2026-02-21
U01357,User_1357,HR,Payroll Specialist,Active,2026-03-19
U01358,User_1358,Legal,Counsel,Terminated,2025-12-31
U01359,User_1359,Finance,Accountant,Active,2026-01-16
U01360,User_1360,Legal,Legal Assistant,Active,2026-03-23
U01361,User_1361,Finance,AP Clerk,Active,2026-03-23
U01362,User_1362,Finance,AP Clerk,Active,2026-02-20
U01363,User_1363,Operations,Warehouse Manager,Active,2026-01-04
U01364,User_1364,IT,Security Analyst,Active,2026-01-16
U01365,User_1365,HR,HR Generalist,Active,2026-01-14
U01366,User_1366,IT,System Admin,Active,2026-02-05
U01367,User_1367,Finance,Finance Manager,Active,2026-03-14
U01368,User_1368,HR,HR Generalist,Active,2026-01-15
U01369,User_1369,Sales,Sales Manager,Active,2026-02-07
U01370,User_1370,Sales,Sales Manager,Active,2026-02-17
U01371,User_1371,Sales,Sales Manager,Terminated,2026-02-16
U01372,User_1372,Sales,Sales Manager,Active,2026-03-14
U01373,User_1373,Legal,Legal Assistant,Active,2026-03-15
U01374,User_1374,Operations,Buyer,Active,2026-02-12
U01375,User_1375,Finance,Controller,Active,2026-03-05
U01376,User_1376,Legal,Counsel,Active,2026-01-16
U01377,User_1377,Finance,Finance Manager,Active,2026-03-01
U01378,User_1378,Finance,Controller,Active,2026-03-13
U01379,User_1379,HR,Recruiter,Active,2026-02-19
U01380,User_1380,Sales,Account Executive,Active,2026-02-24
U01381,User_1381,Legal,Legal Assistant,Active,2026-02-05
U01382,User_1382,Legal,Legal Assistant,Active,2026-01-14
U01383,User_1383,IT,Security Analyst,Active,2025-12-31
U01384,User_1384,Sales,Account Executive,Active,2026-02-15
U01385,User_1385,Sales,Account Executive,Active,2026-01-09
U01386,User_1386,IT,Developer,Active,2026-02-12
U01387,User_1387,Sales,Sales Manager,Active,2026-02-09
U01388,User_1388,HR,Recruiter,Active,2026-03-25
U01389,User_1389,Finance,Controller,Active,2026-01-29
U01390,User_1390,HR,Payroll Specialist,Active,2026-03-25
U01391,User_1391,Operations,Buyer,Active,2026-01-09
U01392,User_1392,Sales,Account Executive,Active,2025-12-30
U01393,User_1393,Sales,Account Executive,Active,2026-01-12
U01394,User_1394,Finance,AP Clerk,Active,2026-01-27
U01395,User_1395,Finance,Finance Manager,Active,2026-03-14
U01396,User_1396,Sales,Account Executive,Terminated,2026-03-11
U01397,User_1397,HR,Recruiter,Active,2026-03-14
U01398,User_1398,HR,Recruiter,Active,2026-01-13
U01399,User_1399,Legal,Counsel,Active,2025-12-30
U01400,User_1400,Finance,Finance Manager,Terminated,2026-03-17
U01401,User_1401,Operations,Buyer,Active,2026-01-02
U01402,User_1402,Sales,Sales Manager,Active,2026-02-16
U01403,User_1403,Operations,Warehouse Manager,Active,2026-03-26
U01404,User_1404,Sales,Account Executive,Active,2026-03-13
U01405,User_1405,Operations,Warehouse Manager,Active,2026-02-21
U01406,User_1406,Sales,Account Executive,Active,2026-03-09
U01407,User_1407,Finance,Accountant,Active,2026-01-31
U01408,User_1408,Legal,Legal Assistant,Active,2026-03-21
U01409,User_1409,Legal,Legal Assistant,Active,2026-03-12
U01410,User_1410,Legal,Counsel,Active,2026-01-11
U01411,User_1411,Operations,Buyer,Active,2026-03-18
U01412,User_1412,Legal,Legal Assistant,Active,2026-03-24
U01413,User_1413,Sales,Sales Manager,Active,2026-01-15
U01414,User_1414,HR,Payroll Specialist,Active,2026-03-26
U01415,User_1415,Sales,Sales Manager,Active,2026-01-14
U01416,User_1416,IT,IT Manager,Active,2026-03-02
U01417,User_1417,IT,Security Analyst,Active,2026-03-09
U01418,User_1418,IT,Developer,Active,2026-03-18
U01419,User_1419,HR,Payroll Specialist,Active,2026-01-13
U01420,User_1420,Operations,Warehouse Manager,Active,2026-01-02
U01421,User_1421,Sales,Account Executive,Terminated,2026-01-22
U01422,User_1422,Finance,AP Clerk,Active,2026-02-08
U01423,User_1423,Finance,Controller,Active,2026-03-18
U01424,User_1424,Sales,Sales Manager,Active,2026-02-04
U01425,User_1425,IT,Developer,Terminated,2026-02-11
U01426,User_1426,Sales,Sales Manager,Active,2026-02-06
U01427,User_1427,Sales,Sales Manager,Active,2026-02-02
U01428,User_1428,Sales,Account Executive,Terminated,2026-01-16
U01429,User_1429,Finance,Finance Manager,Active,2026-01-05
U01430,User_1430,Legal,Legal Assistant,Active,2026-03-18
U01431,User_1431,HR,Recruiter,Terminated,2026-02-12
U01432,User_1432,Operations,Warehouse Manager,Active,2026-03-16
U01433,User_1433,Finance,AP Clerk,Terminated,2026-01-08
U01434,User_1434,Finance,Accountant,Active,2025-12-29
U01435,User_1435,Finance,Controller,Active,2026-02-08
U01436,User_1436,Sales,Sales Manager,Active,2026-01-10
U01437,User_1437,IT,Security Analyst,Active,2026-02-23
U01438,User_1438,Sales,Account Executive,Active,2026-03-28
U01439,User_1439,Legal,Legal Assistant,Active,2026-03-26
U01440,User_1440,HR,HR Generalist,Terminated,2026-01-20
U01441,User_1441,Finance,Finance Manager,Active,2026-02-22
U01442,User_1442,Operations,Buyer,Terminated,2026-02-24
U01443,User_1443,Finance,AP Clerk,Active,2026-01-02
U01444,User_1444,Operations,Buyer,Active,2026-03-24
U01445,User_1445,Legal,Counsel,Active,2026-01-08
U01446,User_1446,Finance,AP Clerk,Terminated,2025-12-31
U01447,User_1447,Operations,Logistics Coordinator,Active,2026-01-25
U01448,User_1448,HR,Recruiter,Active,2026-02-15
U01449,User_1449,HR,Payroll Specialist,Active,2026-02-14
U01450,User_1450,IT,IT Manager,Active,2026-01-14
U01451,User_1451,IT,Security Analyst,Active,2026-01-06
U01452,User_1452,IT,Security Analyst,Active,2026-02-07
U01453,User_1453,Sales,Account Executive,Active,2026-03-23
U01454,User_1454,Operations,Buyer,Active,2026-02-06
U01455,User_1455,HR,Payroll Specialist,Active,2026-02-01
U01456,User_1456,IT,Developer,Active,2026-02-04
U01457,User_1457,Operations,Logistics Coordinator,Active,2026-01-17
U01458,User_1458,HR,Recruiter,Active,2026-01-14
U01459,User_1459,IT,IT Manager,Active,2026-03-18
U01460,User_1460,Finance,Finance Manager,Active,2025-12-29
U01461,User_1461,Legal,Counsel,Active,2026-01-06
U01462,User_1462,IT,Security Analyst,Active,2026-02-02
U01463,User_1463,HR,HR Generalist,Active,2026-02-10
U01464,User_1464,HR,Recruiter,Active,2026-01-11
U01465,User_1465,HR,Recruiter,Active,2026-03-25
U01466,User_1466,Legal,Legal Assistant,Active,2026-02-01
U01467,User_1467,IT,IT Manager,Active,2026-01-12
U01468,User_1468,HR,Payroll Specialist,Active,2026-02-19
U01469,User_1469,IT,IT Manager,Active,2026-02-23
U01470,User_1470,IT,Developer,Active,2026-02-25
U01471,User_1471,IT,Security Analyst,Active,2026-03-08
U01472,User_1472,Operations,Logistics Coordinator,Active,2026-02-26
U01473,User_1473,Sales,Sales Manager,Active,2026-02-09
U01474,User_1474,IT,Developer,Active,2026-02-12
U01475,User_1475,HR,Payroll Specialist,Active,2026-03-23
U01476,User_1476,Sales,Sales Manager,Active,2026-02-03
U01477,User_1477,IT,Developer,Active,2026-01-01
U01478,User_1478,Sales,Account Executive,Active,2026-02-27
U01479,User_1479,Finance,Finance Manager,Terminated,2026-02-16
U01480,User_1480,Legal,Legal Assistant,Active,2026-02-21
U01481,User_1481,Sales,Sales Manager,Active,2026-02-26
U01482,User_1482,IT,IT Manager,Active,2026-01-23
U01483,User_1483,Sales,Sales Manager,Active,2026-02-01
U01484,User_1484,Finance,AP Clerk,Active,2026-01-13
U01485,User_1485,IT,Security Analyst,Active,2026-01-31
U01486,User_1486,Operations,Logistics Coordinator,Terminated,2026-03-27
U01487,User_1487,Finance,Finance Manager,Active,2026-01-21
U01488,User_1488,Sales,Account Executive,Active,2026-02-13
U01489,User_1489,HR,HR Generalist,Active,2026-02-03
U01490,User_1490,HR,Payroll Specialist,Terminated,2026-01-02
U01491,User_1491,Operations,Logistics Coordinator,Active,2026-02-24
U01492,User_1492,Legal,Legal Assistant,Active,2026-03-15
U01493,User_1493,Operations,Warehouse Manager,Terminated,2025-12-29
U01494,User_1494,Legal,Legal Assistant,Active,2026-03-15
U01495,User_1495,Operations,Buyer,Terminated,2026-03-17
U01496,User_1496,Legal,Counsel,Active,2026-02-08
U01497,User_1497,HR,HR Generalist,Active,2026-02-06
U01498,User_1498,Sales,Sales Manager,Active,2026-02-03
U01499,User_1499,Legal,Legal Assistant,Active,2026-01-03
U01500,User_1500,Sales,Sales Manager,Active,2026-02-06
U01501,User_1501,Sales,Account Executive,Active,2026-03-28
U01502,User_1502,IT,Security Analyst,Active,2026-02-01
U01503,User_1503,Legal,Counsel,Active,2026-03-27
U01504,User_1504,Legal,Legal Assistant,Active,2026-02-07
U01505,User_1505,Operations,Buyer,Terminated,2026-01-16
U01506,User_1506,Operations,Buyer,Active,2026-02-26
U01507,User_1507,HR,Payroll Specialist,Terminated,2026-02-04
U01508,User_1508,Sales,Sales Manager,Active,2026-02-20
U01509,User_1509,Sales,Sales Manager,Active,2026-02-22
U01510,User_1510,Sales,Sales Manager,Active,2026-03-21
U01511,User_1511,HR,HR Generalist,Active,2026-02-15
U01512,User_1512,Operations,Buyer,Terminated,2026-03-26
U01513,User_1513,HR,Payroll Specialist,Active,2025-12-30
U01514,User_1514,Finance,Accountant,Active,2026-01-24
U01515,User_1515,Operations,Logistics Coordinator,Active,2026-01-10
U01516,User_1516,Legal,Counsel,Terminated,2025-12-29
U01517,User_1517,Sales,Account Executive,Active,2026-02-03
U01518,User_1518,IT,System Admin,Active,2026-02-20
U01519,User_1519,Finance,AP Clerk,Active,2026-02-04
U01520,User_1520,Finance,Accountant,Active,2026-01-19
U01521,User_1521,Legal,Counsel,Active,2026-02-24
U01522,User_1522,Legal,Counsel,Active,2026-02-23
U01523,User_1523,Legal,Counsel,Active,2026-01-03
U01524,User_1524,Legal,Counsel,Active,2026-01-25
U01525,User_1525,Legal,Counsel,Active,2026-01-19
U01526,User_1526,Legal,Counsel,Active,2026-03-13
U01527,User_1527,Finance,AP Clerk,Active,2026-03-25
U01528,User_1528,Sales,Account Executive,Active,2026-03-09
U01529,User_1529,Sales,Sales Manager,Active,2026-02-05
U01530,User_1530,Finance,Accountant,Active,2026-02-13
U01531,User_1531,Legal,Counsel,Active,2026-03-13
U01532,User_1532,Finance,Accountant,Active,2026-01-27
U01533,User_1533,Legal,Legal Assistant,Active,2026-03-19
U01534,User_1534,Operations,Buyer,Active,2026-01-13
U01535,User_1535,IT,Developer,Active,2026-01-24
U01536,User_1536,HR,Recruiter,Active,2026-03-05
U01537,User_1537,Legal,Counsel,Active,2026-02-14
U01538,User_1538,Legal,Legal Assistant,Active,2026-03-03
U01539,User_1539,Finance,Controller,Active,2026-02-20
U01540,User_1540,Operations,Buyer,Active,2026-03-09
U01541,User_1541,Sales,Sales Manager,Active,2026-01-02
U01542,User_1542,Operations,Warehouse Manager,Terminated,2026-03-27
U01543,User_1543,Legal,Counsel,Active,2026-01-23
U01544,User_1544,Finance,Finance Manager,Active,2026-03-03
U01545,User_1545,Operations,Warehouse Manager,Active,2026-01-23
U01546,User_1546,Sales,Sales Manager,Active,2026-02-03
